,Author,Book,Filename,Year
5335,Grant Allen,Hilda Wade,b'4903.txt',1899
7948,G. K. Chesterton,The Barbarism of Berlin,b'11560.txt',1914
2308,William G. Stevenson,Thirteen Months in the Rebel Army,b'15644-8.txt',1862
5575,Thomas Cooke Middleton,Some notes on the bibliography of the Philippines,b'35191-8.txt',1900
2210,Robert Michael Ballantyne,The Dog Crusoe and His Master,b'10929-8.txt',1860
1992,R.M. Ballantyne,The Young Fur Traders,b'21712.txt',1856
9062,George Seay Wheat,The Story of The American Legion,b'14478-8.txt',1919
8401,Frank Albert Fetter,Modern Economic Problems,b'12217-8.txt',1916
8459,Jan Gordon,The Luck of Thirteen,b'17291-0.txt',1916
3048,Mark Twain (Samuel Clemens),"The Adventures of Tom Sawyer, Part 6.",b'7198.txt',1876
9120,Leo Tolstoy,Anna Karenina,b'1399-8.txt',1919
7972,Hudson Stuck,The Ascent of Denali (Mount McKinley),b'26059-8.txt',1914
4257,William Gilmore Simms,Guy Rivers: A Tale of Georgia,b'16303-8.txt',1890
7192,Holman Day,The Ramrodders,b'15278-8.txt',1910
6211,Samuel Merwin and Henry Kitchell Webster,"Calumet ""K""",b'18154.txt',1904
698,Helen Maria Williams,"Poems (1786), Volume I.",b'11054-8.txt',1786
6553,Edward Hutton,Florence and Northern Tuscany with Genoa,b'16477-8.txt',1907
3560,Various,Northern Nut Growers Association Report of the Proceedings at the 41st Annual Meeting,b'26013-8.txt',1883
6169,L. Higgin and Eugène E. Street,Spanish Life in Town and Country,b'18053-8.txt',1904
8078,Various,"Dew Drops, Vol. 37, No. 10, March 8, 1914",b'14101.txt',1914
1225,Harvey Newcomb,A Practical Directory for Young Christian Females,b'17934-8.txt',1833
5502,Horatio Alger,Sam's Chance,b'26043.txt',1900
3119,Tomas Henry Huxley,"American Addresses, with a Lecture on the Study of Biology",b'16136-8.txt',1877
8597,Bertram Lenox Putnam Weale,The Fight For The Republic in China,b'14345-8.txt',1917
5816,Joseph C. Lincoln,"Cape Cod Ballads, and Other Verse",b'11351.txt',1902
9287,F.A. McKenzie,Korea's Fight for Freedom,b'13368-8.txt',1920
7931,Eleanor Hallowell Abbott,Little Eve Edgarton,b'15660-8.txt',1914
8112,Alan Alexander Milne,Happy Days,b'26098-8.txt',1915
5843,Pierre Loti,An Iceland Fisherman,b'2196.txt',1902
4307,James H. Maggard,Rough and Tumble Engineering,b'11164.txt',1891
4446,Hamlin Garland,"A Little Norsk; Or, Ol' Pap's Flaxen",b'21850-8.txt',1892
834,Samuel Kirkham,English Grammar in Familiar Lectures,b'14070-0.txt',1800
3565,Various,"Continental Monthly, Vol. II. July, 1862. No. 1.",b'16272-8.txt',1883
4762,Emile Zola,A Love Episode,b'13695.txt',1895
6150,James Baldwin,Hero Tales,b'15616-0.txt',1904
4142,E. L. Lomax,"Oregon, Washington and Alaska; Sights and Scenes for the Tourist",b'10751-8.txt',1890
2750,John Esten Cooke,A Life of Gen. Robert E. Lee,b'10692-8.txt',1871
4125,"""E.F.S."" of ""The Westminster Gazette""",Our Stage and Its Critics,b'13408-8.txt',1890
5594,William Holmes McGuffey,"McGuffey's Eclectic Primer, Revised Edition",b'14642.txt',1900
2150,Robert B. Booth,Five Years in New Zealand,b'18068-8.txt',1859
3538,Various,"The Mirror of Literature, Amusement, and Instruction, No. 470",b'13495-8.txt',1883
1796,"B.F.  Cresson, Jr","Transactions of the American Society of Civil Engineers, vol. LXVIII, Sept. 1910",b'17302-8.txt',1852
2927,Rhoda Broughton,Nancy,b'12304-8.txt',1874
1024,Honore de Balzac,Farewell,b'5873.txt',1819
7403,Jack London,Adventure,b'1163.txt',1911
4656,William Watson,The Poems of William Watson,b'13179-8.txt',1893
2739,G. A. Henty,With Wolfe in Canada,b'17766.txt',1871
5283,Burt L. Standish (AKA Gilbert Patten),Frank Merriwell's Nobility,b'10904.txt',1899
8789,Various,"Punch, or the London Charivari, Vol. 152, June 20, 1917",b'17629-8.txt',1917
5354,Janet McKenzie Hill,"Salads, Sandwiches and Chafing-Dish Dainties",b'19077-8.txt',1899
7574,J. H. Gardiner,The Making of Arguments,b'13089-8.txt',1912
5627,Charles King,Ray's Daughter,b'19480-8.txt',1901
4329,Octave Feuillet,Led Astray and The Sphinx,b'16403-8.txt',1891
8584,Annie Fellows Johnston,"Flip's ""Islands of Providence""",b'25978-8.txt',1917
8030,P. S. Allen,The Age of Erasmus,b'15810-8.txt',1914
3441,George Rawlinson,"The Seven Great Monarchies Of The Ancient Eastern World, Vol 3. (of 7): Media",b'16163-8.txt',1883
4465,Mary E. Wilkins Freeman,Jane Field,b'17790.txt',1892
9249,Bertrand Russell,The Practice and Theory of Bolshevism,b'17350-8.txt',1920
4626,Oscar Wilde,The Importance of Being Earnest,b'844.txt',1893
9026,Countess Elizabeth Von Arnim,Christopher and Columbus,b'14646-8.txt',1919
7974,Innes Logan,On the King's Service,b'16992-8.txt',1914
4203,Mrs. E. D. E. N. Southworth,For Woman's Love,b'16094-8.txt',1890
906,Sophia Reeve,"The Mysterious Wanderer, Vol. III",b'39425-8.txt',1807
8652,H. L. Mencken,A Book of Prefaces,b'19355-8.txt',1917
1605,Various,Notes & Queries 1849.11.17,b'11577-8.txt',1849
8658,Henry Charles Mahoney,Sixteen Months in Four German Prisons,b'18134-8.txt',1917
3349,F. W. Reitz,A Century of Wrong,b'15175-8.txt',1881
6785,Robert Hichens,The Spell of Egypt,b'3407-8.txt',1908
6505,"William E. Barton, Theodore G. Soares, Sydney Strong",His Life,b'16184-8.txt',1906
5105,Various,"The Great Round World and What Is Going On In It, Vol. 1, No. 31, June 10, 1897",b'15631-8.txt',1897
5868,Abbie Farwell Brown,The Curious Book of Birds,b'16140-8.txt',1903
5451,Edith Wharton,The Custom of the Country,b'11052-8.txt',1900
6609,Peter Hampson Ditchfield,The Parish Clerk (1907),b'13363-8.txt',1907
1959,William Carleton,Willy Reilly,b'16001-8.txt',1855
8702,Mary E. Wilkins Freeman,The Green Door,b'17887.txt',1917
1894,Emilie F. Carlen,The Home in the Valley,b'16422.txt',1854
83,Michel de Montaigne,"The Essays of Montaigne, Volume 17",b'3597.txt',1580
2447,Charles Carleton Coffin,Winning His Way,b'22913-8.txt',1865
2594,American Tract Society,Scenes in Switzerland,b'15782-8.txt',1868
4003,Jane H. Newell,"Outlines of Lessons in Botany, Part I; From Seed to Leaf",b'10726-8.txt',1888
3447,Howard Pyle,The Merry Adventures of Robin Hood,b'10148.txt',1883
4277,Edmund Gosse,Gossip in a Library,b'11628-8.txt',1891
6882,Guy de Maupassant,"The Works of Guy de Maupassant, Volume III (of 8)",b'17376-8.txt',1909
1295,James Sheridan Knowles,The Love-Chase,b'3539.txt',1837
6042,Winston Churchill,"The Inside of the Cup, Volume 3",b'5358.txt',1903
194,,,b'shakespeare-othello-47.txt',1630
175,Francis Beaumont and John Fletcher,The Maids Tragedy,b'10847.txt',1625
3891,Beale M. Schmucker,The Organization of the Congregation in the Early Lutheran Churches in America,b'19422.txt',1887
8236,Mabell S.C. Smith,Ethel Morton's Enterprise,b'11660-8.txt',1915
7730,Edgar Jepson,The Terrible Twins,b'19043-8.txt',1913
2518,Baha'u'llah,Prayers and Meditations,b'16984.txt',1866
5469,Estelle M. Hurll,Jean Francois Millet,b'13119-8.txt',1900
174,Francis Beaumont and John Fletcher,The Works of Francis Beaumont and John Fletcher,b'12098.txt',1625
125,Miguel de Cervantes Saavedra,"The History of Don Quixote, Vol. I., Part 7.",b'5909.txt',1615
3930,Marietta Holley,Poems,b'10216.txt',1887
6950,P. G. Wodehouse,Mike,b'7423-8.txt',1909
7630,O. Henry,Rolling Stones,b'3815-8.txt',1912
10019,Oswald Chettle Mazengarb et al.,Report of the Special Committee on Moral Delinquency in Children and Adolescents,b'14760-8.txt',1954
2498,Bahá'u'lláh,The Hidden Words of Bahá'u'lláh,b'16941-8.txt',1866
4423,Bret Harte,Found At Blazing Star,b'2794.txt',1892
2489,Voltaire,Zadig,b'18972-8.txt',1865
7216,John Denvir,The Life Story of an Old Rebel,b'16559-8.txt',1910
2338,Various,"Atlantic Monthly, Vol. XI., April, 1863, No. LXVI.",b'12023-8.txt',1863
2383,Thomas Hardy,The Woodlanders,b'482.txt',1864
3023,Mark Twain (Samuel Clemens),"Following the Equator, Part 6",b'5813.txt',1876
2614,Louis Figuier,The Insect World,b'45596-8.txt',1868
7767,George Bird Grinnell,Blackfeet Indian Stories,b'13833-8.txt',1913
7366,Guglielmo Ferrero,The Women of the Caesars,b'16324-8.txt',1911
9987,Stanley Grauman Weinbaum,The Ideal,b'22897-8.txt',1949
2647,Mark Twain (Samuel Clemens),"The Innocents Abroad, Part 2 of 6",b'5689.txt',1869
5318,G. A. Henty,Both Sides the Border,b'19070.txt',1899
6747,Joseph O'Brien,The Devil,b'25947-8.txt',1908
900,Thomas Clarkson,"A Portraiture of Quakerism, Volume III (of 3)",b'15304-8.txt',1806
8979,William Bennett Munro,Crusaders of New France,b'12523-8.txt',1918
3533,Various,"The Mirror of Literature, Amusement, and Instruction, No. 487",b'12966-8.txt',1883
9763,Jacob Grimm and Wilhelm Grimm,Grimm's Fairy Stories,b'11027.txt',1922
5235,Paul Laurence Dunbar,The Uncalled,b'25171-8.txt',1898
9696,Edric Holmes,Wanderings in Wessex,b'11410-8.txt',1922
5284,C. H. Thomas,Origin of the Anglo-Boer War Revealed (2nd ed.),b'15106-8.txt',1899
7910,Charles Edward Callwell,"Experiences of a Dug-out, 1914-1918",b'21833-8.txt',1914
8259,Robert W. Chambers,Police!!!,b'18515-8.txt',1915
1762,Hans Christian Andersen,Pictures of Sweden,b'12313-8.txt',1851
7756,Frederick Ferdinand Moore,The Devil's Admiral,b'10988-8.txt',1913
76,Michel de Montaigne,"The Essays of Montaigne, Volume 10",b'3590.txt',1580
1032,William Charles Wentworth,"Statistical, Historical and Political Description of the Colony of New South Wales and its Dependent Settlements in Van Diemen's Land",b'15602-8.txt',1819
1139,Emily Dickinson,"Poems: Three Series, Complete",b'12242-8.txt',1830
9539,James Fitzmaurice-Kelly,Fray Luis de Leon,b'16148.txt',1921
6963,Robert Leighton,Dogs and All About Them,b'10991.txt',1909
4584,James Whitcomb Riley,"Green Fields and Running Brooks, and Other Poems",b'15079-8.txt',1893
4195,Julia Pardoe,"The Life of Marie de Medicis, Vol. 3 (of 3)",b'11601-8.txt',1890
8389,Elbert Hubbard,"Little Journeys to the Homes of the Great, Volume 5 (of 14)",b'13619-8.txt',1916
3589,Charles J. Barnes and J. Marshall Hawkes,New National Fourth Reader,b'15825-8.txt',1884
4560,Ernest Daudet,Which?,b'21838-8.txt',1893
9881,"W. H. Triggs, Donald McGavin, Frederick Truby King, J. Sands Elliot, Ada G. Patterson, C.E. Matthews and J. Beck",Mental Defectives and Sexual Offenders,b'18932-8.txt',1925
7921,Edited by Joseph Dunn and P.J. Lennox,The Glories of Ireland,b'12111-8.txt',1914
9310,Harry Vincent Wann,French Conversation and Composition,b'11748-8.txt',1920
1704,Various,"Notes & Queries, Volume 2, May-December, 1850, Index",b'13571-8.txt',1850
3814,Various,"Donahoe's Magazine, Volume 15, No. 1, January 1886",b'21778-8.txt',1886
837,Sir Walter Scott,Waverley,b'2034.txt',1800
8859,Ethel M. Dell,Greatheart,b'13497-8.txt',1918
10119,Bahaâi International Community,Century of Light,b'19267-0.txt',1994
9883,H. Kevorkian,The Arts of Persia,b'26473-8.txt',1926
4708,Lieut. R. H. Jayne,The Cave in the Mountain,b'14647.txt',1894
7969,Howard J. Chidley,Fifty-Two Story Talks To Boys And Girls,b'14188-8.txt',1914
9083,Hildegard G. Frey,The Camp Fire Girls Do Their Bit,b'11664-8.txt',1919
1643,Jacob Abbott,Mary Erskine,b'14475.txt',1850
6504,William Beebe,The Log of the Sun,b'26516-8.txt',1906
5585,W. H. McGuffey,McGuffey's Eclectic Spelling Book,b'15456.txt',1900
9381,Sigmund Freud,Dream Psychology,b'15489-8.txt',1920
2910,Harriet S. Caswell,Walter Harland,b'15799.txt',1874
6724,Harry Snyder,Human Foods and Their Nutritive Value,b'20871-8.txt',1908
4480,Sophie May,Little Prudy's Sister Susy,b'14202-8.txt',1892
5771,Eleanor S. March,Little White Barbara,b'23399-8.txt',1902
3357,"Horatio Alger, Jr.",From Canal Boy to President,b'14964-8.txt',1881
7243,Lawrence Perry,Dan Merrithew,b'16742-8.txt',1910
95,"Michael Drayton, Bartholomew Griffin, and William Smith",Elizabethan Sonnet Cycles,b'15448-8.txt',1590
9101,Jerome K. Jerome,All Roads Lead to Calvary,b'2231.txt',1919
8777,Various,"Punch, or the London Charivari, Vol. 152, March 7, 1917.",b'14966-8.txt',1917
1699,Various,"Notes and Queries, Number 49, Saturday, Oct. 5, 1850",b'13480-8.txt',1850
5128,Various,"The Great Round World and What Is Going On In It, Vol. 1, No. 55, November 25, 1897",b'16179-8.txt',1897
8223,Kathleen Norris,The Story Of Julia Page,b'4787.txt',1915
2536,Jules Verne,The Moon-Voyage,b'12901-8.txt',1866
6988,Victor G. Durham,The Submarine Boys and the Middies,b'17056.txt',1909
5277,Arthur Thomas Quiller-Couch,Poetry,b'11496-0.txt',1899
7945,Frank Norris,Vandover and the Brute,b'14712-8.txt',1914
1104,George Tucker,A Voyage to the Moon,b'10005-8.txt',1827
8654,Harold Bindloss,The Girl From Keller's,b'3663-8.txt',1917
1163,Captain Frederick Marryat,The Pacha of Many Tales,b'13673-8.txt',1831
5655,Frederick Swainson,Acton's Feud,b'14772-8.txt',1901
3456,Kisari Mohan Ganguli,The Mahabharata of Krishna-Dwaipayana Vyasa Bk. 4,b'12058.txt',1883
4778,George Meredith,"The Amazing Marriage, Complete",b'4488.txt',1895
469,Jacques Casanova de Seingalt,"The Memoires of Casanova, Complete",b'2981.txt',1725
8764,Various,Woman Suffrage By Federal Constitutional Amendment,b'13568-8.txt',1917
7193,Horace Curzon Plunkett,The Rural Life Problem of the United States,b'27305-8.txt',1910
5385,Rupert Hughes,The Dozen from Lakerim,b'11062-8.txt',1899
8738,Thornton W. Burgess,The Adventures of Paddy Beaver,b'19092.txt',1917
3376,Mrs. Perring,Aunt Mary,b'21663.txt',1881
764,H. Goudemetz,Historical Epochs of the French Revolution,b'16962-8.txt',1796
6234,Alice Muriel Williamson and Charles Norris Williamson,The Princess Passes,b'14740-8.txt',1905
2213,True Worthy Hoit,The Right of American Slavery,b'25277-8.txt',1860
6692,Emily Leigh Lowes,Chats on Old Lace and Needlework,b'26120-8.txt',1908
4846,Thomas Hardy,Jude the Obscure,b'153-8.txt',1895
8195,Henry Sessions Souttar,A Surgeon in Belgium,b'11086.txt',1915
8272,Skookum Chuck (pseud for R.D. Cumming),Skookum Chuck Fables,b'16926-8.txt',1915
2223,Charles Kingsley,Town and Country Sermons,b'11536.txt',1861
8016,Mary Finley Leonard,The Little Red Chimney,b'15406-8.txt',1914
2651,Mark Twain (Samuel Clemens),"The Innocents Abroad, Part 6 of 6",b'5693.txt',1869
7663,Thomas Cobb,Enter Bridget,b'18280-8.txt',1912
4963,Mrs.(Margaret) Oliphant,Jeanne d'Arc,b'2553-8.txt',1896
5570,Stephen Leacock,Literary Lapses,b'6340.txt',1900
2452,David Livingstone,"The Last Journals of David Livingstone, in Central Africa, from 1865 to His Death, Volume I (of 2), 1866-1868",b'16672-8.txt',1865
3500,Various,"The Mirror of Taste, and Dramatic Censor",b'26178-0.txt',1883
8089,Various,"The Unpopular Review, Volume II Number 3",b'15876-8.txt',1914
4226,Various,"Punch, Or The London Charivari, Vol. 99, October 18, 1890",b'12395-8.txt',1890
1697,Various,"Notes and Queries, Number 46, Saturday, September 14, 1850",b'13462-8.txt',1850
9647,Anton Checkov,Swan Song,b'1753.txt',1922
3046,Mark Twain (Samuel Clemens),"The Adventures of Tom Sawyer, Part 4.",b'7196.txt',1876
3449,James Runciman,The Romance of the Coast,b'16911-8.txt',1883
1270,Honore de Balzac,Z. Marcas,b'1841.txt',1836
9435,Various,Modern American Prose Selections,b'19739-8.txt',1920
3181,Victor Hugo,The Man Who Laughs,b'12587-8.txt',1878
4106,Various,"The American Missionary, Volume 43, No. 11, November, 1889",b'15914.txt',1889
4544,Alice Meynell,Poems,b'1186.txt',1893
6711,Gilbert Sykes Blakely,Teachers' Outlines for Studies in English,b'21919-0.txt',1908
7769,George Hamlin Fitch,The Critic in the Orient,b'27233-8.txt',1913
4581,Jacob A. Riis,Nibsy's Christmas,b'19014-8.txt',1893
10068,Gordon Randall Garrett,Nor Iron Bars a Cage....,b'30832.txt',1962
6386,Anna Katharine Green,The Woman in the Alcove,b'1851.txt',1906
305,,,b'18.txt',1667
350,John Locke,"An Essay Concerning Humane Understanding, Volume II.",b'10616.txt',1689
9284,Emile Joseph Dillon,The Inside Story Of The Peace Conference,b'14477-8.txt',1920
7335,Edwin Dingle,Across China on Foot,b'13420-8.txt',1911
2986,Victor Cherbuliez,Samuel Brohl & Company,b'2470-8.txt',1875
6060,Winston Churchill,"A Modern Chronicle, Volume 4",b'5377.txt',1903
8530,Robert B. Shaw,History of the Comstock Patent Medicine Business and Dr. Morse's Indian Root Pills,b'13397-8.txt',1916
8719,Randall Parrish,The Devil's Own,b'17710.txt',1917
3554,Various,"The Contemporary Review, January 1883",b'25957-8.txt',1883
7955,Gertrude Stein,Tender Buttons,b'15396-8.txt',1914
2529,Emile Gaboriau,File No. 113,b'3803.txt',1866
7261,Rene Doumic,"George Sand, Some Aspects of Her Life and Writings",b'138.txt',1910
4312,John Wesley Powell,On the Evolution of Language,b'18818-8.txt',1891
2724,Winston Churchill,"A Modern Chronicle, Complete",b'5382.txt',1870
8545,Thornton W. Burgess,The Adventures of Prickly Porky,b'15521.txt',1916
9610,Talbot Mundy,Caesar Dies,b'10422.txt',1921
2179,Hans Christian Andersen,The Sand-Hills of Jutland,b'26491-8.txt',1860
4407,Various,Lyra Heroica,b'19316-8.txt',1891
4552,Charles A. McMurry,The Elements of General Method,b'19659-8.txt',1893
9560,Louis Dodge,Everychild,b'17521.txt',1921
166,Alexander Hume,Of the Orthographie and Congruitie of the Britan Tongue,b'17000-0.txt',1617
4207,R.M. Ballantyne,Charlie to the Rescue,b'21720.txt',1890
842,Thomas Colley Grattan,Holland,b'10583-8.txt',1800
7814,John L. Alexander,The Boy and the Sunday School,b'15923.txt',1913
9846,Wilfrid Wilson Gibson,Krindlesyke,b'18743-0.txt',1922
2199,John Morley,Burke,b'12922-8.txt',1860
7731,Edith Brown Kirkwood,Animal Children,b'17782.txt',1913
5577,Various,Sacred Books of the East,b'12894-8.txt',1900
6119,Edith Ferguson Black,A Beautiful Possibility,b'10037-8.txt',1904
9692,Edgar Lee Masters,Children of the Market Place,b'15534-8.txt',1922
7358,G. K. Chesterton,The Innocence of Father Brown,b'204-8.txt',1911
2182,"James, Eighth Earl of Elgin","Letters and Journals of James, Eighth Earl of Elgin",b'10610-8.txt',1860
8060,Thomas Dixon,The Victim,b'18721-8.txt',1914
5356,John Cotton Dana,A Library Primer,b'15327-8.txt',1899
4097,Pardee Butler,Personal Recollections of Pardee Butler,b'12973.txt',1889
1431,Various,"Punch, or the London Charivari, Vol. 1, December 11, 1841",b'14940-8.txt',1841
3608,Ivan Sergheievitch Turgenef,Annouchka,b'39427-8.txt',1884
7677,W. Tudor Jones,An Interpretation of Rudolf Eucken's Philosophy,b'16835-8.txt',1912
8153,Edith Van Dyne,Aunt Jane's Nieces in the Red Cross,b'16567-8.txt',1915
9719,Fay-Cooper Cole,The Tinguian,b'12849-8.txt',1922
3601,"Frederick, Lord Bishop of Exeter",The Relations Between Religion and Science,b'17194.txt',1884
3772,Henry M. Brooks,"The Olden Time Series, Vol. 3: New-England Sunday",b'17483-8.txt',1886
2893,Anonymous,Celebrated Claimants from Perkin Warbeck to Arthur Orton,b'16486-8.txt',1874
154,Miguel de Cervantes Saavedra,"The History of Don Quixote, Vol. II., Part 36",b'5939.txt',1615
9456,Alice B. Emerson,Ruth Fielding in the Great Northwest,b'15720-8.txt',1921
9629,Victor Mapes (AKA Maveric Post),Heart and Soul,b'19432-8.txt',1921
7354,Fremont B. Deering,The Border Boys Across the Frontier,b'19083-8.txt',1911
3060,Mark Twain (Samuel Clemens),"Life On The Mississippi, Part 2.",b'8472.txt',1876
5673,Henry A. Beers,A History of English Romanticism in the Nineteenth Century,b'15931-8.txt',1901
5802,Jagadis Chunder Bose,Response in the Living and Non-Living,b'18986-8.txt',1902
7863,Stanley Shaw,William of Germany,b'13043-8.txt',1913
5007,Alice Meynell,The Colour of Life,b'1205.txt',1897
7929,Edward Peple,The Littlest Rebel,b'15414-8.txt',1914
